loan_amnt,total_acc,loan_status,funded_amnt,id,grade,emp_length,revol_bal,annual_inc,issue_date,addr_state
10000,6,Does not meet the credit policy. Status:Charged Off,10000,366303,E,10+ years,9700,75000,01/12/2008,KS
13000,44,Does not meet the credit policy. Status:Fully Paid,13000,366266,G,8 years,58439,92000,01/12/2008,PA
10000,17,Does not meet the credit policy. Status:Fully Paid,10000,366213,A,7 years,164974,60000,01/12/2008,WA
5600,24,Does not meet the credit policy. Status:Fully Paid,5600,365800,B,1 year,6788,55000,01/12/2008,MI
23000,53,Does not meet the credit policy. Status:Fully Paid,23000,365487,C,< 1 year,29716,98004,01/12/2008,VA
9000,10,Does not meet the credit policy. Status:Fully Paid,9000,362863,E,1 year,11255,30000,01/12/2008,IL
8000,19,Does not meet the credit policy. Status:Fully Paid,7350,365220,D,< 1 year,13081,65000,01/12/2008,MO
5500,7,Does not meet the credit policy. Status:Fully Paid,5500,364937,D,3 years,4609,24000,01/12/2008,FL
11200,30,Does not meet the credit policy. Status:Charged Off,11200,364878,B,8 years,228727,350004,01/12/2008,MT
10000,38,Does not meet the credit policy. Status:Fully Paid,10000,364710,C,2 years,23534,40000,01/12/2008,NJ
3000,8,Does not meet the credit policy. Status:Charged Off,3000,364376,A,1 year,3484,75000,01/11/2008,GA
4500,9,Does not meet the credit policy. Status:Charged Off,4500,364261,D,4 years,2967,32500,01/11/2008,GA
16000,4,Does not meet the credit policy. Status:Fully Paid,16000,363646,E,3 years,8044,42000,01/11/2008,OH
10000,46,Does not meet the credit policy. Status:Fully Paid,10000,362762,C,6 years,3359,51000,01/11/2008,FL
25000,14,Does not meet the credit policy. Status:Charged Off,25000,363435,E,10+ years,18840,45000,01/11/2008,PA
16000,47,Does not meet the credit policy. Status:Charged Off,16000,363351,D,8 years,146579,150000,01/11/2008,MI
8000,13,Does not meet the credit policy. Status:Charged Off,8000,363172,C,8 years,7368,48000,01/11/2008,KY
8000,23,Does not meet the credit policy. Status:Fully Paid,8000,363297,C,3 years,6290,46000,01/11/2008,OR
24950,20,Does not meet the credit policy. Status:Fully Paid,24950,363220,D,5 years,16716,160000,01/11/2008,CA
20000,40,Does not meet the credit policy. Status:Fully Paid,20000,362547,C,10+ years,211463,290004,01/11/2008,NY
7500,21,Does not meet the credit policy. Status:Charged Off,7500,362562,D,10+ years,29895,47004,01/11/2008,AZ
5000,5,Does not meet the credit policy. Status:Fully Paid,5000,362516,C,2 years,1312,21996,01/11/2008,TX
16000,14,Does not meet the credit policy. Status:Fully Paid,16000,362152,C,< 1 year,16917,74000,01/11/2008,OH
8000,17,Does not meet the credit policy. Status:Fully Paid,8000,362127,C,2 years,2479,37000,01/11/2008,KS
4000,30,Does not meet the credit policy. Status:Fully Paid,4000,361677,A,5 years,138492,120000,01/11/2008,NH
5000,21,Does not meet the credit policy. Status:Charged Off,5000,361876,C,4 years,4546,29496,01/11/2008,PA
25000,20,Does not meet the credit policy. Status:Fully Paid,25000,361645,E,< 1 year,20794,132000,01/11/2008,VA
25000,33,Does not meet the credit policy. Status:Fully Paid,25000,361648,F,10+ years,35251,80000,01/11/2008,OH
8500,17,Does not meet the credit policy. Status:Fully Paid,8500,361198,F,10+ years,0,60000,01/11/2008,IL
20000,13,Does not meet the credit policy. Status:Fully Paid,20000,361117,E,3 years,3401,80000,01/11/2008,CA
25000,23,Does not meet the credit policy. Status:Fully Paid,25000,360750,D,8 years,238903,110000,01/11/2008,CA
25000,26,Does not meet the credit policy. Status:Charged Off,25000,360527,E,4 years,54003,200000,01/11/2008,GA
8000,18,Does not meet the credit policy. Status:Fully Paid,8000,360334,C,6 years,1077,84000,01/10/2008,TX
20000,16,Does not meet the credit policy. Status:Fully Paid,20000,360327,D,8 years,134025,131000,01/11/2008,VA
8000,11,Does not meet the credit policy. Status:Fully Paid,8000,360080,B,< 1 year,26610,45000,01/11/2008,MN
16000,38,Does not meet the credit policy. Status:Charged Off,16000,359736,D,2 years,19516,63000,01/10/2008,PA
24000,31,Does not meet the credit policy. Status:Fully Paid,24000,360016,F,5 years,40099,221796,01/11/2008,FL
6000,25,Does not meet the credit policy. Status:Fully Paid,6000,359430,C,1 year,244,70000,01/10/2008,MO
20000,40,Does not meet the credit policy. Status:Fully Paid,20000,359392,C,5 years,26761,140000,01/10/2008,FL
3250,8,Does not meet the credit policy. Status:Fully Paid,3250,359176,F,3 years,13430,25000,01/10/2008,PA
8000,25,Does not meet the credit policy. Status:Fully Paid,8000,359200,B,10+ years,255001,300000,01/10/2008,FL
2500,21,Does not meet the credit policy. Status:Fully Paid,2500,358644,D,< 1 year,2368,65004,01/10/2008,PA
8000,17,Does not meet the credit policy. Status:Fully Paid,8000,358683,D,1 year,3982,50180,01/10/2008,IL
20000,60,Does not meet the credit policy. Status:Fully Paid,20000,358615,B,10+ years,106366,98000,01/10/2008,MA
8400,27,Does not meet the credit policy. Status:Charged Off,8400,358311,B,6 years,6178,55950,01/10/2008,IL
10000,29,Does not meet the credit policy. Status:Fully Paid,10000,358260,C,4 years,8968,60000,01/10/2008,WA
7500,63,Does not meet the credit policy. Status:Charged Off,7500,357698,C,8 years,24868,100000,01/10/2008,IL
7500,51,Does not meet the credit policy. Status:Fully Paid,7500,357866,G,7 years,152189,150000,01/10/2008,MI
6500,33,Does not meet the credit policy. Status:Charged Off,6500,357868,D,< 1 year,88223,150000,01/10/2008,CA
4000,17,Does not meet the credit policy. Status:Fully Paid,4000,357869,E,3 years,11157,31000,01/10/2008,NV
2200,24,Does not meet the credit policy. Status:Charged Off,2200,357274,G,3 years,6020,29000,01/10/2008,WA
3000,30,Does not meet the credit policy. Status:Fully Paid,3000,357180,G,6 years,2663,47055,01/10/2008,NY
1750,44,Does not meet the credit policy. Status:Fully Paid,1750,357084,D,1 year,30734,105000,01/10/2008,KY
3200,32,Does not meet the credit policy. Status:Fully Paid,3200,357072,F,2 years,7087,69450,01/10/2008,CO
6000,32,Does not meet the credit policy. Status:Fully Paid,6000,356978,C,2 years,9797,50000,01/10/2008,NV
2000,51,Does not meet the credit policy. Status:Charged Off,2000,356887,E,3 years,53440,100000,01/10/2008,UT
7500,12,Does not meet the credit policy. Status:Fully Paid,5950,356678,C,< 1 year,397,45000,01/10/2008,FL
7500,15,Does not meet the credit policy. Status:Fully Paid,6550,356514,E,4 years,55753,90000,01/10/2008,MO
3000,10,Does not meet the credit policy. Status:Fully Paid,2450,356499,E,< 1 year,2199,72000,01/10/2008,FL
1500,6,Does not meet the credit policy. Status:Fully Paid,1500,356311,E,1 year,1764,8400,01/09/2008,GA
7000,14,Does not meet the credit policy. Status:Fully Paid,7000,356286,F,< 1 year,46670,88000,01/10/2008,AZ
3000,34,Does not meet the credit policy. Status:Fully Paid,1200,353692,E,8 years,9408,39808,01/10/2008,GA
3000,21,Does not meet the credit policy. Status:Fully Paid,3000,356166,E,2 years,2060,39000,01/09/2008,NJ
7500,51,Does not meet the credit policy. Status:Fully Paid,7500,356034,F,7 years,149621,190000,01/09/2008,MI
4800,40,Does not meet the credit policy. Status:Fully Paid,4800,355782,F,< 1 year,30177,51432,01/09/2008,FL
4000,33,Does not meet the credit policy. Status:Charged Off,4000,355974,E,1 year,27954,80000,01/09/2008,CO
7500,34,Does not meet the credit policy. Status:Fully Paid,5775,355737,C,10+ years,26390,98000,01/09/2008,VA
3000,8,Does not meet the credit policy. Status:Fully Paid,2400,355734,G,3 years,1601,66650,01/09/2008,NJ
7200,29,Does not meet the credit policy. Status:Fully Paid,6250,349608,C,4 years,29116,42000,01/09/2008,NY
5100,28,Does not meet the credit policy. Status:Fully Paid,4400,66339,D,8 years,314,46000,01/09/2008,MO
4275,34,Does not meet the credit policy. Status:Fully Paid,4275,355678,F,10+ years,18641,60000,01/09/2008,FL
7500,22,Does not meet the credit policy. Status:Fully Paid,6475,355576,F,1 year,14157,70000,01/09/2008,MN
2750,20,Does not meet the credit policy. Status:Fully Paid,1475,355553,E,10+ years,3975,39161,01/09/2008,WI
1400,17,Does not meet the credit policy. Status:Fully Paid,1225,355548,D,2 years,21022,45000,01/09/2008,FL
5000,35,Does not meet the credit policy. Status:Fully Paid,5000,355546,E,10+ years,9267,31000,01/09/2008,VA
3500,21,Does not meet the credit policy. Status:Charged Off,3500,355533,F,3 years,55147,72800,01/09/2008,MS
7500,20,Does not meet the credit policy. Status:Charged Off,6100,355250,C,< 1 year,32573,60000,01/09/2008,CA
6000,19,Does not meet the credit policy. Status:Fully Paid,4825,355345,E,1 year,11285,32000,01/09/2008,TN
7500,19,Does not meet the credit policy. Status:Charged Off,7500,355295,D,6 years,3607,105000,01/09/2008,CT
7500,26,Does not meet the credit policy. Status:Fully Paid,5500,355161,D,< 1 year,25457,61000,01/09/2008,KS
7500,30,Does not meet the credit policy. Status:Fully Paid,7500,355062,E,9 years,10221,49920,01/09/2008,PA
7500,24,Does not meet the credit policy. Status:Charged Off,5750,354908,C,10+ years,79395,139720,01/09/2008,CA
6275,52,Does not meet the credit policy. Status:Fully Paid,6275,354812,F,2 years,16012,80000,01/09/2008,GA
1750,46,Does not meet the credit policy. Status:Fully Paid,1600,354785,E,< 1 year,31140,104000,01/09/2008,MI
6700,21,Does not meet the credit policy. Status:Fully Paid,6700,354673,G,< 1 year,31939,45000,01/09/2008,IL
6500,37,Does not meet the credit policy. Status:Fully Paid,6500,354638,E,1 year,63685,142500,01/09/2008,NJ
6000,13,Does not meet the credit policy. Status:Fully Paid,6000,354306,E,1 year,8686,24000,01/08/2008,MN
1800,4,Does not meet the credit policy. Status:Fully Paid,1800,354159,D,1 year,1279,19000,01/08/2008,CA
7000,34,Does not meet the credit policy. Status:Fully Paid,7000,354107,D,2 years,8220,27000,01/08/2008,FL
7500,27,Does not meet the credit policy. Status:Charged Off,7500,353861,F,< 1 year,25366,100000,01/08/2008,GA
5000,21,Does not meet the credit policy. Status:Fully Paid,5000,353832,D,2 years,22458,77000,01/08/2008,CT
5000,18,Does not meet the credit policy. Status:Fully Paid,4700,353287,D,10+ years,832,35000,01/08/2008,MI
7500,29,Does not meet the credit policy. Status:Charged Off,7500,353581,G,4 years,23618,54000,01/08/2008,AZ
3500,16,Does not meet the credit policy. Status:Fully Paid,3500,353553,D,10+ years,9771,45000,01/08/2008,IA
4000,25,Does not meet the credit policy. Status:Fully Paid,2225,353460,C,10+ years,31412,53000,01/08/2008,WI
3000,24,Does not meet the credit policy. Status:Fully Paid,3000,353344,G,3 years,20685,44000,01/08/2008,VA
6500,14,Does not meet the credit policy. Status:Fully Paid,5425,353326,D,8 years,0,42000,01/08/2008,CA
5600,20,Does not meet the credit policy. Status:Fully Paid,4400,353294,E,5 years,5770,60000,01/08/2008,CA
6000,18,Does not meet the credit policy. Status:Fully Paid,5850,351477,E,10+ years,5748,35004,01/08/2008,NY
7000,48,Does not meet the credit policy. Status:Fully Paid,5050,353173,C,< 1 year,9387,44556,01/08/2008,PA
7500,31,Does not meet the credit policy. Status:Fully Paid,7500,353217,E,10+ years,6131,45900,01/08/2008,TX
5200,11,Does not meet the credit policy. Status:Fully Paid,3400,353212,B,< 1 year,3999,27800,01/08/2008,MO
3200,17,Does not meet the credit policy. Status:Fully Paid,3200,353120,D,< 1 year,5070,52500,01/08/2008,OH
4250,41,Does not meet the credit policy. Status:Fully Paid,4250,353029,G,9 years,41478,56700,01/08/2008,OH
7500,9,Does not meet the credit policy. Status:Charged Off,6900,352984,D,6 years,21293,150000,01/08/2008,FL
2400,20,Does not meet the credit policy. Status:Fully Paid,1200,352899,D,< 1 year,10975,35000,01/08/2008,CT
4500,16,Does not meet the credit policy. Status:Charged Off,2100,352912,D,< 1 year,5057,42000,01/08/2008,NY
7000,30,Does not meet the credit policy. Status:Fully Paid,3925,352901,D,3 years,11162,77291,01/08/2008,NJ
2500,13,Does not meet the credit policy. Status:Fully Paid,1550,352834,B,6 years,1085,30000,01/08/2008,CA
10925,6,Does not meet the credit policy. Status:Charged Off,7000,352719,C,10+ years,20205,285000,01/08/2008,PA
15000,8,Does not meet the credit policy. Status:Fully Paid,8000,352670,F,5 years,50545,90000,01/08/2008,NY
9750,41,Does not meet the credit policy. Status:Fully Paid,7500,352479,G,< 1 year,22515,82000,01/08/2008,CA
5000,19,Does not meet the credit policy. Status:Fully Paid,4100,352662,D,3 years,3842,72000,01/08/2008,TX
6000,19,Does not meet the credit policy. Status:Charged Off,4500,352645,E,1 year,5361,42450,01/08/2008,KS
14125,15,Does not meet the credit policy. Status:Fully Paid,14125,352372,F,2 years,11577,45000,01/08/2008,MA
7500,43,Does not meet the credit policy. Status:Fully Paid,7500,352524,E,< 1 year,20032,52596,01/07/2008,TX
5000,19,Does not meet the credit policy. Status:Fully Paid,5000,352403,E,3 years,901,48000,01/07/2008,OH
7500,3,Does not meet the credit policy. Status:Fully Paid,5400,352427,A,< 1 year,0,43500,01/07/2008,PA
3000,7,Does not meet the credit policy. Status:Charged Off,3000,346531,E,< 1 year,2779,36000,01/07/2008,NV
1500,5,Does not meet the credit policy. Status:Fully Paid,1100,352357,B,< 1 year,1032,14004,01/07/2008,IL
4000,35,Does not meet the credit policy. Status:Fully Paid,4000,352330,G,2 years,15473,52500,01/07/2008,WA
15000,16,Does not meet the credit policy. Status:Fully Paid,15000,352280,C,< 1 year,24985,65000,01/07/2008,FL
15000,23,Does not meet the credit policy. Status:Charged Off,15000,352232,F,4 years,49303,184000,01/07/2008,MA
6725,28,Does not meet the credit policy. Status:Charged Off,6725,352207,E,3 years,16690,34500,01/07/2008,RI
3500,16,Does not meet the credit policy. Status:Fully Paid,3500,352132,C,1 year,390,110004,01/07/2008,NV
7000,17,Does not meet the credit policy. Status:Fully Paid,7000,352063,E,< 1 year,12814,30000,01/07/2008,IL
8800,15,Does not meet the credit policy. Status:Fully Paid,8800,352042,E,2 years,7424,34500,01/07/2008,FL
11000,22,Does not meet the credit policy. Status:Fully Paid,11000,352039,C,1 year,22954,63369,01/07/2008,MN
5000,7,Does not meet the credit policy. Status:Fully Paid,5000,352020,D,9 years,10978,95000,01/07/2008,FL
4500,55,Does not meet the credit policy. Status:Fully Paid,4500,352011,C,< 1 year,20578,55000,01/07/2008,OH
5000,7,Does not meet the credit policy. Status:Fully Paid,5000,351986,B,6 years,2208,33792,01/07/2008,MO
7500,49,Does not meet the credit policy. Status:Fully Paid,7500,351773,F,2 years,15831,50000,01/07/2008,TX
2500,4,Does not meet the credit policy. Status:Charged Off,1250,351223,D,< 1 year,1157,18000,01/07/2008,PA
7500,16,Does not meet the credit policy. Status:Charged Off,7500,351795,B,10+ years,599,40000,01/07/2008,FL
2500,20,Does not meet the credit policy. Status:Fully Paid,2500,351740,E,1 year,4374,23000,01/07/2008,OH
7000,22,Does not meet the credit policy. Status:Fully Paid,7000,351782,D,5 years,8558,71000,01/07/2008,NC
7500,9,Does not meet the credit policy. Status:Fully Paid,7500,351734,F,1 year,15056,45000,01/07/2008,TN
6000,14,Does not meet the credit policy. Status:Charged Off,6000,351721,D,8 years,4050,51000,01/07/2008,TX
4800,12,Does not meet the credit policy. Status:Fully Paid,4000,351685,E,9 years,1085,35000,01/07/2008,FL
5000,9,Does not meet the credit policy. Status:Fully Paid,5000,351643,D,6 years,2229,30000,01/07/2008,GA
2400,5,Does not meet the credit policy. Status:Charged Off,2400,351653,D,2 years,0,18996,01/07/2008,CA
3600,3,Does not meet the credit policy. Status:Fully Paid,3600,351628,A,2 years,372,33996,01/07/2008,FL
7500,40,Does not meet the credit policy. Status:Charged Off,7500,351616,E,10+ years,21881,120000,01/07/2008,TX
7500,10,Does not meet the credit policy. Status:Charged Off,7500,351019,D,< 1 year,5528,33600,01/07/2008,IA
7000,21,Does not meet the credit policy. Status:Charged Off,7000,351288,C,4 years,5260,64008,01/07/2008,NY
7500,15,Does not meet the credit policy. Status:Fully Paid,7500,351544,C,6 years,5319,66000,01/07/2008,CA
4000,24,Does not meet the credit policy. Status:Fully Paid,4000,351535,G,< 1 year,18242,60000,01/07/2008,NY
5800,11,Does not meet the credit policy. Status:Fully Paid,5800,351512,C,4 years,8883,25692,01/07/2008,NJ
7500,41,Does not meet the credit policy. Status:Fully Paid,7500,351466,B,1 year,276911,125000,01/07/2008,VA
7500,24,Does not meet the credit policy. Status:Charged Off,7500,351421,E,3 years,41705,55000,01/07/2008,IL
7500,28,Does not meet the credit policy. Status:Fully Paid,7500,349811,D,10+ years,17599,55000,01/07/2008,MO
4000,12,Does not meet the credit policy. Status:Fully Paid,4000,351386,D,2 years,1485,28500,01/07/2008,PA
7500,8,Does not meet the credit policy. Status:Fully Paid,7500,351294,D,1 year,1,43000,01/07/2008,CA
3000,9,Does not meet the credit policy. Status:Charged Off,3000,351285,E,1 year,7872,22000,01/07/2008,FL
7500,52,Does not meet the credit policy. Status:Fully Paid,7500,351263,C,6 years,5148,45000,01/07/2008,AL
7225,12,Does not meet the credit policy. Status:Fully Paid,5300,351170,E,8 years,3729,54996,01/07/2008,PA
7500,18,Does not meet the credit policy. Status:Fully Paid,5850,351092,C,5 years,15038,110004,01/07/2008,NY
4500,3,Does not meet the credit policy. Status:Fully Paid,4500,351065,A,2 years,1057,26004,01/07/2008,TN
7500,25,Does not meet the credit policy. Status:Fully Paid,7500,351127,E,10+ years,91148,150000,01/07/2008,WA
7000,23,Does not meet the credit policy. Status:Fully Paid,7000,351067,E,2 years,12634,45996,01/07/2008,CO
5400,21,Does not meet the credit policy. Status:Charged Off,5400,351026,E,6 years,21093,48000,01/07/2008,TX
2800,14,Does not meet the credit policy. Status:Fully Paid,2800,350894,E,2 years,4151,50000,01/07/2008,MA
